entity_name,sector,sector_main,entity_type,legal_form,company_status,capital_dhs,activity,phone,address,city,region,latitude,longitude,source_dataset
DOCTEUR GENERALISTE TOUABI DAKHCH FATIHA,MEDECINS,,doctors,,,,MEDECINS,522731128.0,CASABLANCA SIDI BERNOUSSI N 4 MANSOUR 3 405.,Casablanca,Casablanca-Settat,33.6177423,-7.4847494,
DOCTEUR OPHTALMOLOGISTE DAKIR MOHAMED,MEDECINS,,doctors,,,,MEDECINS,522635588.0,CASABLANCA HAY MOHAMMADI Quartier la Jonquiere Boulevard Ibn Tachfine 434.,Casablanca,Casablanca-Settat,,,
DOCTEUR GASTRO-ENTEROLOGUE EL MEKNASSI ABDELMAJID,MEDECINS,,doctors,,,,MEDECINS,522208719.0,CASABLANCA SIDI BELYOUT Quartier Bouskoura Rue Driss Lahrizi 4 .,Casablanca,Casablanca-Settat,32.9886254,-7.606773,
ADDAHRE LAMIA,MEDECINS,,doctors,,,,MEDECINS,522383638.0,CASABLANCA SIDI OTHMANE Hay Salama 3 Avenue Bouziane Ex N 2 .,Casablanca,Casablanca-Settat,,,
DOCTEUR PEDIATRE BENSLIMANE HAYAT,MEDECINS,,doctors,,,,MEDECINS,522229892.0,CASABLANCA SIDI BELYOUT Quartier Bouskoura Rue Driss Lahrizi 4.,Casablanca,Casablanca-Settat,32.9886254,-7.606773,
DOCTEUR INTERNISTE MOUSSAYER KHADIJA,MEDECINS,,doctors,,,,MEDECINS,522862363.0,CASABLANCA EL MAARIF Quartier des Hopitaux Boulevard Abdelmoumen 421 .,Casablanca,Casablanca-Settat,33.5731362,-7.6259592,
DOCTEUR DERMATOLOGUE SRIFI NADA,MEDECINS,,doctors,,,,MEDECINS,522875718.0,CASABLANCA AIN CHOK Boulevard El Qods RESIDENCE LES ROSIERS Bat 1 Etg 2 Porte124.,Casablanca,Casablanca-Settat,,,
DOCTEUR CHIRURGIEN GENERAL RZAL KHALID,MEDECINS,,doctors,,,,MEDECINS,522865005.0,CASABLANCA EL MAARIF Quartier des Hopitaux Boulevard Anoual 45B.,Casablanca,Casablanca-Settat,33.5692904,-7.6188074,
DOCTEUR GENERALISTE BADISSI FOUAD,MEDECINS,,doctors,,,,MEDECINS,522291917.0,CASABLANCA SBATA Derb Lahjar Boulevard Driss Harti 896 .,Casablanca,Casablanca-Settat,,,
DOCTEUR GENERALISTE M'SEFFER ABDELKRIM,MEDECINS,,doctors,,,,MEDECINS,522372480.0,CASABLANCA BEN M'SICK Cité Djemaa Boulevard Reda Gdira Ex Nil.,Casablanca,Casablanca-Settat,,,
DOCTEUR GYNECOLOGUE EL KHADIME AMINA,MEDECINS,,doctors,,,,MEDECINS,522996774.0,CASABLANCA EL MAARIF Quartier Maarif Extension Rue Ibnou Katir.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR DERMATOLOGUE BOU OUHRICH MOHAMED,MEDECINS,,doctors,,,,MEDECINS,522834746.0,CASABLANCA EL FIDA Derb Chorfa et Tolba Boulevard Al Fida 356.,Casablanca,Casablanca-Settat,33.5600813,-7.5943499,
DOCTEUR GASTRO-ENTEROLOGUE BENABDELLAH LAZRAK SOUAD,MEDECINS,,doctors,,,,MEDECINS,522258862.0,CASABLANCA EL MAARIF Quartier Maarif Rue du Marché 30.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR CARDIOLOGUE CHERQAOUI SOUMAYA,MEDECINS,,doctors,,,,MEDECINS,522566077.0,CASABLANCA BEN M'SICK Jamila 2 Rue 2 10.,Casablanca,Casablanca-Settat,,,
DOCTEUR PNEUMOLOGUE ANWAR MOHAMED ALI,MEDECINS,,doctors,,,,MEDECINS,522801313.0,CASABLANCA BOUCHENTOUF Hay Boujdour Boulevard Mohamed 6 IMM8.,Casablanca,Casablanca-Settat,33.5822666,-7.5089036,
DOCTEUR GYNECOLOGUE HAKDAOUI AICHA,MEDECINS,,doctors,,,,MEDECINS,522213621.0,CASABLANCA AIN CHOK Hay Inara 1 Boulevard Dakhla .,Casablanca,Casablanca-Settat,,,
DOCTEUR OPHTALMOLOGISTE DJEBLI EL AYDOUNI KARIM,MEDECINS,,doctors,,,,MEDECINS,522274995.0,CASABLANCA SIDI BELYOUT Quartier Horloge Rue Bendahan 7.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR OPHTALMOLOGISTE BENHADDOU MOUNA,MEDECINS,,doctors,,,,MEDECINS,522880808.0,CASABLANCA SIDI BELYOUT Quartier Malka Avenue Moulay Hassan 1er 16 .,Casablanca,Casablanca-Settat,33.2692319,-7.5889686,
DOCTEUR GENERALISTE CHIHAB HABIBA,MEDECINS,,doctors,,,,MEDECINS,522873587.0,CASABLANCA AIN CHOK Derb El Kheir Rue 23 44.,Casablanca,Casablanca-Settat,,,
DOCTEUR PEDIATRE ALBERT JOSE,MEDECINS,,doctors,,,,MEDECINS,522279860.0,CASABLANCA SIDI BELYOUT Quartier Horloge Boulevard Mohamed V 67 .,Casablanca,Casablanca-Settat,32.9996849,-7.6183199,
DOCTEUR PNEUMOLOGUE KABBAJ SAID,MEDECINS,,doctors,,,,MEDECINS,522209064.0,CASABLANCA SIDI BELYOUT Quartier Ouest Rue Mohamed Sedki 42.,Casablanca,Casablanca-Settat,33.5930388,-7.6341956,
DOCTEUR REEDUCATEUR NIMZILNE BRAHIM,MEDECINS,,doctors,,,,MEDECINS,522862233.0,CASABLANCA EL MAARIF Quartier des Hopitaux Rue Sebta 111.,Casablanca,Casablanca-Settat,33.2454334,-8.5069368,
DOCTEUR TRAUMATOLOGUE LAMINE ABDERRAHMANE,MEDECINS,,doctors,,,,MEDECINS,522371917.0,CASABLANCA SIDI OTHMANE Hay Moulay Rachid 2 Boulevard Akid El Allam PORTE 2.,Casablanca,Casablanca-Settat,,,
DOCTEUR ORL HASSANI REDOUANE,MEDECINS,,doctors,,,,MEDECINS,522526978.0,CASABLANCA AIN CHOK Lotissement Oumaria Boulevard El Qods .,Casablanca,Casablanca-Settat,,,
DOCTEUR CARDIOLOGUE BERRADA MOHAMED,MEDECINS,,doctors,,,,MEDECINS,522267814.0,CASABLANCA EL MAARIF Quartier des Hopitaux Boulevard Zerktouni 11.,Casablanca,Casablanca-Settat,33.5830575,-7.615788,
DOCTEUR PEDIATRE KHALIL AZZEDINE,MEDECINS,,doctors,,,,MEDECINS,522836259.0,CASABLANCA BOUCHENTOUF Quartier Industriel Rue Azouhour Ex S.Laurent 174.,Casablanca,Casablanca-Settat,,,
DOCTEUR O.R.L BENJELLOUN JAAFAR,MEDECINS,,doctors,,,,MEDECINS,522312932.0,CASABLANCA SIDI BELYOUT Quartier Ben Slimane Boulevard Lalla Yacout 53.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR DERMATOLOGUE MOSTAFA EL KASSOUANI,MEDECINS,,doctors,,,,MEDECINS,522975514.0,CASABLANCA SIDI MAAROUF Route 1029..,Casablanca,Casablanca-Settat,33.5170524,-7.6319347,
TAHIRI JOUTEI IDRISSI HASSANI,MEDECINS,,doctors,,,,MEDECINS,522281446.0,CASABLANCA EL FIDA Derb Sidi Maarouf 4 Rue Farouki Rahali (Ex:1) 102.,Casablanca,Casablanca-Settat,,,
DOCTEUR DERMATOLOGUE ZOUHAIR KAWTAR,MEDECINS,,doctors,,,,MEDECINS,522862220.0,CASABLANCA EL MAARIF Quartier Raja Boulevard Anoual 1.,Casablanca,Casablanca-Settat,33.5692904,-7.6188074,
DOCTEUR CARDIOLOGUE TAHIRI JOUTEY AZZEDDINE,MEDECINS,,doctors,,,,MEDECINS,522207161.0,CASABLANCA EL MAARIF Quartier des Hopitaux Boulevard Zerktouni 55.,Casablanca,Casablanca-Settat,33.5889146,-7.6338494,
DOCTEUR ALLERGOLOGUE ABDELLAOUI MAANE RACHID,MEDECINS,,doctors,,,,MEDECINS,522268005.0,CASABLANCA SIDI BELYOUT Quartier Liberté Boulevard Rahal El Meskini 54.,Casablanca,Casablanca-Settat,33.5888814,-7.6088733,
DOCTEUR GENERALISTE SAISSI HALIMA,MEDECINS,,doctors,,,,MEDECINS,522385500.0,CASABLANCA SBATA Jamila 4 Boulevard Oued Eddahab 701 .,Casablanca,Casablanca-Settat,,,
DOCTEUR CHIRURGIEN SOUIRI ABDELMJID,MEDECINS,,doctors,,,,MEDECINS,522293838.0,CASABLANCA SIDI BELYOUT Quartier Gauthier Rue Najib Mahfoud 32.,Casablanca,Casablanca-Settat,33.5906803,-7.6345982,
BOUHSOUN MED NADI,MEDECINS,,doctors,,,,MEDECINS,522569635.0,CASABLANCA BEN M'SICK Cité Djemaa Bloc 38 4.,Casablanca,Casablanca-Settat,,,
DOCTEUR CARDIOLOGUE AMRAOUI DRISS,MEDECINS,,doctors,,,,MEDECINS,522296755.0,CASABLANCA EL MAARIF Quartier des Hopitaux Rue Des Hopitaux 50.,Casablanca,Casablanca-Settat,33.5798859,-7.6215558,
CABINET DE CARDIOLOGIE,MEDECINS,,doctors,,,,MEDECINS,522863687.0,CASABLANCA EL MAARIF Quartier des Hopitaux Boulevard Abdelmoumen.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR PEDIATRE DAMIR AMAL,MEDECINS,,doctors,,,,MEDECINS,522335720.0,CASABLANCA SIDI MAAROUF Lotissement Haddioui .,Casablanca,Casablanca-Settat,,,
DOCTEUR GASTRO-ENTEROLOGUE EL FILALI ABDELKADER,MEDECINS,,doctors,,,,MEDECINS,522315353.0,CASABLANCA SIDI BELYOUT Quartier Liberté Boulevard 11 Janvier 132.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
KADDAMI,MEDECINS,,doctors,,,,MEDECINS,522768570.0,CASABLANCA SIDI BERNOUSSI Hay Amal 4 Rue 48 30.,Casablanca,Casablanca-Settat,33.6177423,-7.4847494,
DOCTEUR OPHTALMOLOGUE HAROUCH MERIEM,MEDECINS,,doctors,,,,MEDECINS,522492525.0,CASABLANCA EL MAARIF Quartier des Hopitaux Rue Des Hopitaux .,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR GENERALISTE DIABETOLOGUE ESSEKKAT NOUREDDINE,MEDECINS,,doctors,,,,MEDECINS,522817878.0,CASABLANCA BOUCHENTOUF Derb Bouchentouf Rue 29 3.,Casablanca,Casablanca-Settat,,,
DOCTEUR DERMATOLOGUE EL BADIR SELMA,MEDECINS,,doctors,,,,MEDECINS,522985069.0,CASABLANCA EL MAARIF Quartier Maarif Extension Rue El Cadi Iass 1 .,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR OPHTALMOLOGISTE LAHMAM BENNANI HICHAM,MEDECINS,,doctors,,,,MEDECINS,522321907.0,CASABLANCA SIDI MAAROUF . .,Casablanca,Casablanca-Settat,33.5175672,-7.6325355,
DOCTEUR GYNECOLOGUE REGRAGUI LATIFA,MEDECINS,,doctors,,,,MEDECINS,522863536.0,CASABLANCA EL MAARIF Quartier des Hopitaux Boulevard 2 Mars 122.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR CARDIOLOGUE BENCHEKROUN DRISS,MEDECINS,,doctors,,,,MEDECINS,522250606.0,CASABLANCA EL MAARIF Quartier Maarif Rue Ibnou Nafiss.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR PEDIATRIE MECHICHE ALAMI RHALI,MEDECINS,,doctors,,,,MEDECINS,522982017.0,CASABLANCA EL MAARIF Cité Plateau Extension Résidence Nadia.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR DIABETOLOGUE BENNANI ABDELILAH,MEDECINS,,doctors,,,,MEDECINS,522403334.0,CASABLANCA ASSOUKHOUR ASSAWDA Quartier Belvedere Boulevard Mohamed V 433.,Casablanca,Casablanca-Settat,32.9996849,-7.6183199,
DOCTEUR PEDIATRE EL KABBAJ LAHLOU SABAH,MEDECINS,,doctors,,,,MEDECINS,522278788.0,CASABLANCA SIDI BELYOUT Quartier Parc Avenue Hassan II 45.,Casablanca,Casablanca-Settat,33.590004,-7.619865,
DOCTEUR DERMATOLOGUE AOUANI YASSINE,MEDECINS,,doctors,,,,MEDECINS,522722627.0,CASABLANCA MOULAY RACHID Hay Moulay Rachid Boulevard Driss El Harti 24.,Casablanca,Casablanca-Settat,,,
DOCTEUR PSYCHIATRE EL HAMAOUI YOUSSEF,MEDECINS,,doctors,,,,MEDECINS,522994727.0,CASABLANCA EL MAARIF Quartier Maarif Extension Boulevard Ghandi 227 .,Casablanca,Casablanca-Settat,33.5808526,-7.6582295,
DOCTEUR GYNECOLOGUE LAYACHI TAHIRI FOUZIA,MEDECINS,,doctors,,,,MEDECINS,522255694.0,CASABLANCA EL MAARIF Quartier Maarif Rue Abou Abdellah Nafii 45.,Casablanca,Casablanca-Settat,33.5854059,-7.6336671,
DOCTEUR GENERALISTE TRIHI TAOUFIK,MEDECINS,,doctors,,,,MEDECINS,522934544.0,CASABLANCA HAY HASSANI Derb Widad Rue 11 377.,Casablanca,Casablanca-Settat,,,
DOCTEUR OPHTALMOLOGISTE TAZI AZIZ,MEDECINS,,doctors,,,,MEDECINS,522756315.0,CASABLANCA SIDI BERNOUSSI Hay Tarik Rue 45 7.,Casablanca,Casablanca-Settat,33.6177423,-7.4847494,
DOCTEUR EN CHIRURGIE GENERALE BEL FAKIR ADIL YASSINE,MEDECINS,,doctors,,,,MEDECINS,522373635.0,CASABLANCA SIDI OTHMANE Sidi Othmane Bloc 22 42 .,Casablanca,Casablanca-Settat,,,
ASRAGUIS,MEDECINS,,doctors,,,,MEDECINS,522491291.0,CASABLANCA SIDI BELYOUT Quartier Centre Avenue Hassan II 19 .,Casablanca,Casablanca-Settat,33.590004,-7.619865,
DOCTEUR O.R.L ALAOUI FDILI YOUSSEF,MEDECINS,,doctors,,,,MEDECINS,522272800.0,CASABLANCA SIDI BELYOUT Quartier Alsace Lorraine Boulevard Zerktouni 34.,Casablanca,Casablanca-Settat,33.5830575,-7.615788,
DOCTEUR OPHTALMOLOGISTE BENCHEKROUN OUAFAE,MEDECINS,,doctors,,,,MEDECINS,522363708.0,CASABLANCA EL MAARIF Quartier Maarif Extension Boulevard Ghandi.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR PNEUMOLOGUE LAMRIKI AMINA,MEDECINS,,doctors,,,,MEDECINS,522994036.0,CASABLANCA EL MAARIF BD ABDELMOUMEN 1 ET APT 4 202.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR GENERALISTE LAKLALECH AHMED,MEDECINS,,doctors,,,,MEDECINS,522628138.0,CASABLANCA ASSOUKHOUR ASSAWDA Hay Lamiaa Bloc 6 2BIS.,Casablanca,Casablanca-Settat,,,
KHABIR,MEDECINS,,doctors,,,,MEDECINS,522813078.0,CASABLANCA EL FIDA Derb Sidi Maarouf 2 Rue 89 154 .,Casablanca,Casablanca-Settat,,,
DOCTEUR GENERALISTE BENJELLOUN NADIA,MEDECINS,,doctors,,,,MEDECINS,522373595.0,CASABLANCA BEN M'SICK Hay Jawadi Boulevard 6 Novembre 1975 648.,Casablanca,Casablanca-Settat,,,
DOCTEUR GENERALISTE EL HAJJAM SAIDA,MEDECINS,,doctors,,,,MEDECINS,522896731.0,CASABLANCA HAY HASSANI Hay Wifaq 3 Rue 41 2 .,Casablanca,Casablanca-Settat,,,
DOCTEUR GYNECOLOGUE ARIBAL JALAL,MEDECINS,,doctors,,,,MEDECINS,522403453.0,CASABLANCA ASSOUKHOUR ASSAWDA Quartier Belvedere Boulevard Emile Zola 211.,Casablanca,Casablanca-Settat,33.5953623,-7.5943479,
DOCTEUR GYNECOLOGUE DKIOUEK RACHIDA,MEDECINS,,doctors,,,,MEDECINS,522907027.0,CASABLANCA HAY HASSANI Hay Oulfa Boulevard Oued Abou Rakrak.,Casablanca,Casablanca-Settat,,,
DOCTEUR EN MEDCINE INTERNE BENAMOUR SAIDA,MEDECINS,,doctors,,,,MEDECINS,522260433.0,CASABLANCA SIDI BELYOUT Quartier Ouest Boulevard Moulay Youssef 47.,Casablanca,Casablanca-Settat,33.601106,-7.6328157,
DOCTEUR OPHTALMOLOGISTE GHALLAB GHIZLAINE,MEDECINS,,doctors,,,,MEDECINS,522992046.0,CASABLANCA EL MAARIF Quartier Maarif Rue Assad Ben Zorara 8.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR DERMATOLOGUE MARKOUCH IMANE,MEDECINS,,doctors,,,,MEDECINS,522875843.0,CASABLANCA AIN CHOK Lotissement Mandarouna Rue 14 224.,Casablanca,Casablanca-Settat,,,
DOCTEUR GENERALISTE GUESSOUS KHALID,MEDECINS,,doctors,,,,MEDECINS,522332163.0,CASABLANCA AIN HARROUDA Lotissement Guessous Lot Guessous 69.,Casablanca,Casablanca-Settat,33.6177423,-7.4847494,
DOCTEUR O.R.L ZIZI ABDELHAK,MEDECINS,,doctors,,,,MEDECINS,522981030.0,CASABLANCA EL MAARIF Quartier Maarif Boulevard Al Massira Al Khadra 93.,Casablanca,Casablanca-Settat,33.5869593,-7.632345,
RIMANI,MEDECINS,,doctors,,,,MEDECINS,522225740.0,CASABLANCA EL MAARIF Quartier des Hopitaux Rue Galien 5 .,Casablanca,Casablanca-Settat,33.5807391,-7.6238228,
DOCTEUR GYNECOLOGUE MESBAHI MOHAMMED,MEDECINS,,doctors,,,,MEDECINS,522986262.0,CASABLANCA EL MAARIF Quartier Maarif Boulevard Al Massira Al Khadra 93.,Casablanca,Casablanca-Settat,33.5869593,-7.632345,
DOCTEUR PEDIATRE KAICER HALIM,MEDECINS,,doctors,,,,MEDECINS,522986268.0,CASABLANCA EL MAARIF Quartier Maarif Rue Al Hafid Abou Naim 19.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR GENERALISTE KHALFI AHMED,MEDECINS,,doctors,,,,MEDECINS,522338038.0,CASABLANCA MEDIOUNA Centre Mediouna Boulevard Hassan II 16.,Casablanca,Casablanca-Settat,33.7032329,-7.3729131,
DOCTEUR GENERALISTE MOUSSAOUI FATIMA EZZAHRA,MEDECINS,,doctors,,,,MEDECINS,522934148.0,CASABLANCA LISSASFA 112 I.,Casablanca,Casablanca-Settat,,,
DOCTEUR GENERALISTE ZARROUK MOHAMMED,MEDECINS,,doctors,,,,MEDECINS,522202403.0,CASABLANCA SIDI BELYOUT Quartier Liberté Rue El Habacha 29.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR GYNECOLOGUE BERRADA HAMID,MEDECINS,,doctors,,,,MEDECINS,522266442.0,CASABLANCA SIDI BELYOUT Quartier Parc Boulevard Zerktouni 46.,Casablanca,Casablanca-Settat,33.5889146,-7.6338494,
DOCTEUR GYNECOLOGUE MORSAD FADILA,MEDECINS,,doctors,,,,MEDECINS,522996697.0,CASABLANCA EL MAARIF Derb Ghallef Boulevard Abdelmoumen 76.,Casablanca,Casablanca-Settat,33.5731362,-7.6259592,
DOCTEUR PNEUMOLOGUE ROUAYED ABDELLATIF,MEDECINS,,doctors,,,,MEDECINS,522734412.0,CASABLANCA SIDI BERNOUSSI Hay Amal 4 Rue 55 6.,Casablanca,Casablanca-Settat,33.6177423,-7.4847494,
DOCTEUR CARDIOLOGUE MIR HASSAN,MEDECINS,,doctors,,,,MEDECINS,522222158.0,CASABLANCA SIDI BELYOUT Quartier Ouest Rue Jaber Ben Hayane 79.,Casablanca,Casablanca-Settat,33.5960305,-7.6280648,
DOCTEUR GENERALISTE LOUGHZAIL ABDELLATIF,MEDECINS,,doctors,,,,MEDECINS,522715597.0,CASABLANCA MOULAY RACHID Hay Moulay Rachid Groupe 2 Rue 2 24.,Casablanca,Casablanca-Settat,,,
DOCTEUR UROLOGUE EL HALLOU ABDELALI,MEDECINS,,doctors,,,,MEDECINS,522941819.0,CASABLANCA ANFA Quartier Racine Extension Boulevard Anfa 158.,Casablanca,Casablanca-Settat,33.5973576,-7.6703258,
DOCTEUR PEDIATRE BENHAMOU AFIF KHADIJA,MEDECINS,,doctors,,,,MEDECINS,522551853.0,CASABLANCA SIDI OTHMANE Hay Salama 3 Avenue Bouziane Ex N LOT 12.,Casablanca,Casablanca-Settat,,,
DOCTEUR GENERALISTE KASSID FATIMA,MEDECINS,,doctors,,,,MEDECINS,522604050.0,CASABLANCA ASSOUKHOUR ASSAWDA Hay Ain Borja Boulevard Ibn Tachfine IMM 2 .,Casablanca,Casablanca-Settat,,,
HOUSNI,MEDECINS,,doctors,,,,MEDECINS,522492893.0,CASABLANCA SIDI BELYOUT Quartier Ouest Boulevard Zerktouni 70.,Casablanca,Casablanca-Settat,33.5889146,-7.6338494,
DOCTEUR PEDIATRE GHAZALI DALILA,MEDECINS,,doctors,,,,MEDECINS,522983390.0,CASABLANCA EL MAARIF Quartier Maarif Extension Rue Ibnou Katir SN.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR OPHTALMOLOGISTE M'BARECHE SABAH,MEDECINS,,doctors,,,,MEDECINS,522442894.0,CASABLANCA SIDI BELYOUT Quartier Liberté Boulevard Rahal El Meskini 124.,Casablanca,Casablanca-Settat,33.5888814,-7.6088733,
DOCTEUR GENERALISTE ARAFA SAKINA,MEDECINS,,doctors,,,,MEDECINS,522911277.0,CASABLANCA HAY HASSANI Hay Oulfa Rue 174 65.,Casablanca,Casablanca-Settat,,,
DOCTEUR GENERALISTE OMARI TADLAOUI HOURIA,MEDECINS,,doctors,,,,MEDECINS,522215098.0,CASABLANCA AIN CHOK Hay Anigrit Boulevard Panoramique 3.,Casablanca,Casablanca-Settat,33.5499018,-7.6164733,
DOCTEUR GENERALISTE ERRAJI MUSTAPHA,MEDECINS,,doctors,,,,MEDECINS,522718730.0,CASABLANCA SIDI MOUMEN Hay Houria Rue 14 6 .,Casablanca,Casablanca-Settat,,,
DAHREDDINE,MEDECINS,,doctors,,,,MEDECINS,522484590.0,CASABLANCA SIDI BELYOUT Quartier Bouskoura Rue Tahar Sebti 48.,Casablanca,Casablanca-Settat,33.5928232,-7.6149326,
DOCTEUR GENERALISTE DARROUSSI MALIKA,MEDECINS,,doctors,,,,MEDECINS,522910197.0,CASABLANCA HAY HASSANI Lotissement Chahdia Boulevard Oued Daoura 344.,Casablanca,Casablanca-Settat,33.5478837,-7.6833746,
DOCTEUR GYNECOLOGUE OUHMIDOU MOHAMED NAJIB,MEDECINS,,doctors,,,,MEDECINS,522275197.0,CASABLANCA SIDI BELYOUT Quartier Centre Rue Louis Gentil 21.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR CARDIOLOGUE CHRAIBI SAID,MEDECINS,,doctors,,,,MEDECINS,522860046.0,CASABLANCA EL MAARIF Quartier Hopitaux Extension Boulevard Abdelmoumen .,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
CABINET DR ABOULAHJOUL IDRISSI SIHAM,MEDECINS,,doctors,,,,MEDECINS,522222241.0,CASABLANCA MERS SULTAN Quartier Mers Sultan Nord Avenue 2 Mars 49 .,Casablanca,Casablanca-Settat,,,
DOCTEUR GYNECOLOGUE LAMRISSI ABDELHAFID,MEDECINS,,doctors,,,,MEDECINS,522801180.0,CASABLANCA EL IDRISSIA Hay Drissia 3 Boulevard Mohamed VI Ex Mediou.,Casablanca,Casablanca-Settat,,,
DOCTEUR CARDIOLOGUE JARDANEH HASSAN,MEDECINS,,doctors,,,,MEDECINS,522551212.0,CASABLANCA SBATA AV DRISS EL HARTI 1ER ET 386.,Casablanca,Casablanca-Settat,,,
DOCTEUR GENERALISTE BENAMOUR ZINEB,MEDECINS,,doctors,,,,MEDECINS,522206117.0,CASABLANCA SIDI BELYOUT Quartier Ouest Boulevard Moulay Youssef 75 .,Casablanca,Casablanca-Settat,33.6051237,-7.6337444,
DOCTEUR GENERALISTE EL DORR MOHAMED,MEDECINS,,doctors,,,,MEDECINS,522610857.0,CASABLANCA HAY MOHAMMADI Hay Mohammadi Boulevard Grande Ceinture 261 .,Casablanca,Casablanca-Settat,33.5768049,-7.5737439,
DOCTEUR PEDIATRE MOUWFAQ BOUCHRA,MEDECINS,,doctors,,,,MEDECINS,522607635.0,CASABLANCA HAY MOHAMMADI Hay Mohammadi Boulevard Grande Ceinture 76.,Casablanca,Casablanca-Settat,33.5829852,-7.5539421,
JELLAL,MEDECINS,,doctors,,,,MEDECINS,522209431.0,CASABLANCA SIDI BELYOUT Quartier Alsace Lorraine Rue Baghdad 24.,Casablanca,Casablanca-Settat,33.5856795,-7.6194144,
DOCTEUR GENERALISTE ERRAIHANI BRAHIM,MEDECINS,,doctors,,,,MEDECINS,522728031.0,CASABLANCA SIDI MOUMEN Lotissement Jawhara Lotissement Jawhara 27.,Casablanca,Casablanca-Settat,,,
AMAHFOUD,MEDECINS,,doctors,,,,MEDECINS,522994992.0,CASABLANCA EL MAARIF Quartier Maarif Boulevard 9 Avril .,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR RHUMATOLOGUE BENNIS RAJAA,MEDECINS,,doctors,,,,MEDECINS,522237373.0,CASABLANCA EL MAARIF Cité Plateau Extension Boulevard Abdelmoumen 76.,Casablanca,Casablanca-Settat,33.5731362,-7.6259592,
BELHAJ,MEDECINS,,doctors,,,,MEDECINS,522739609.0,CASABLANCA AHL LOGHLAM Résidence Azhar Tranche 1 IMM 5.,Casablanca,Casablanca-Settat,33.6177423,-7.4847494,
DOCTEUR GENERALISTE AOUZAL MUSTAPHA,MEDECINS,,doctors,,,,MEDECINS,522571604.0,CASABLANCA BEN M'SICK Ittissal 3 Boulevard Lagouira 11.,Casablanca,Casablanca-Settat,33.5589212,-7.5824346,
M,MEDECINS,,doctors,,,,MEDECINS,522986207.0,CASABLANCA EL MAARIF Cité Plateau Extension Boulevard Abdelmoumen.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR DERMATOLOGUE RAHIM LARBI,MEDECINS,,doctors,,,,MEDECINS,522441011.0,CASABLANCA SIDI BELYOUT Quartier Horloge Avenue des FAR 61.,Casablanca,Casablanca-Settat,33.0000533,-7.6159662,
DOCTEUR CARDIOLOGUE BENSAFIDDINE SOUMAIA,MEDECINS,,doctors,,,,MEDECINS,522991818.0,CASABLANCA EL MAARIF Quartier Maarif Rue Al Kadi Iass.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR EN CHIRURGIE GENERALE IBNOU EL KHATIB RACHID,MEDECINS,,doctors,,,,MEDECINS,522220210.0,CASABLANCA SIDI BELYOUT Quartier Liberté Rue Mustapha El Maani 132.,Casablanca,Casablanca-Settat,32.9878522,-7.607265,
DOCTEUR OPHTALMOLOGISTE MIKOU MOHAMMED,MEDECINS,,doctors,,,,MEDECINS,522862820.0,CASABLANCA EL MAARIF Quartier Hopitaux Extension Boulevard Abdelmoumen.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR PEDIATRE BENNIS ABDELKRIM,MEDECINS,,doctors,,,,MEDECINS,522251560.0,CASABLANCA EL MAARIF RAPHAEL BD 53.,Casablanca,Casablanca-Settat,33.5756993,-7.7070327,
DOCTEUR RHUMATOLOGUE TAMRAOUI KHADIJA,MEDECINS,,doctors,,,,MEDECINS,522311779.0,CASABLANCA MERS SULTAN Quartier Mers Sultan Nord Boulevard La Resistance 171.,Casablanca,Casablanca-Settat,33.5849432,-7.6072754,
DOCTEUR PEDIATRE NOUNA MHAMED,MEDECINS,,doctors,,,,MEDECINS,522851058.0,CASABLANCA EL IDRISSIA Hay Chifa 2 Boulevard Abachouaib Doukali 82.,Casablanca,Casablanca-Settat,,,
